State,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01
NSW,73047.8,73995,75246.3,76539.8,75614.9,81637.1,77047.4,78148.5,76411.3,82945.5,81225.1,80972.6,84389.1,86015.2,88785,89072.3,90861.7,90149.9,93263.3,94378.6,95386.5,97001.3,98664.6,101372,101465.3,100500.3,100356.9,103139.5,99698.2,96677,92843.5,87617.3,82989.4,78125.5,72307.6,67605.2,60550.8,57529.9,51041.9,51505,49836.5,58064.5,50439.4,52920.7,54287.6,53696,55693.6,55674.2,59769.6,59927.3,58233.2,56381.9,59947.2,60618.2,62440.1,64058.6,66554.5,67469,68092.8,69521.1,70413.5,68845.7,68563.9,66668.8,66148.9,61093.1,64432.2,62825.5,59214.3,59446.6,59246.1,59386.3,56992.7,57059.3,56678.1,55562.3,54759.8,53405.6,51021,51619.9,52996.9,51528.4,50422.9,49559.8,48750.4,48571.7,49403.7,48065.3,48462.2,47823.8,48847.2,48151,47668.5,48447.4,48946.2,48821.2,52337.7,51483.9,50067.4,50847.4,56952.7,58033.4,55700.7,57734.1,56687.3,57543.6,55357.1,54636.3,57825.7,57371.9,58250.6,58306.5,57035.5,57562.6,59212,58076.8,61615.7,61090.6,64056.2,64028.9,65297,64206.1,63909.2,65951.1,66060.8,66225.8,65063.3,65154.9,63121.4,63534.1
VIC,49399.3,51027.9,51492.4,51473.1,50570,53746.2,52149.5,52783.5,51013.6,56556.5,55682.8,55297.1,57616,60050.5,61757.6,62146.6,64175.2,62842.1,65690.4,66217.6,66779.5,66321.5,69436.2,71204.8,71908.3,70898.1,65779.9,71971.4,70338,68405,65597.3,62389.7,60601.5,57942.7,52301.2,49625.8,44694,42449.4,37462,38643.6,37924.9,41978.3,37945.1,39859.6,40070.9,40273.4,41337,41687.8,42728.7,45310.6,42676.3,40300.1,44314.6,43729.2,47168.8,47477.8,48202,49165.3,50360.7,51048.5,51952.9,50971,50300.6,50502.2,50241.2,47176.9,48377.6,46762,44856.1,44429.3,44032.9,43775.9,42185.3,42779,42535.2,41701.3,39986.6,38786.9,37075.4,37050.9,37307.8,36245.2,35245.1,34275,33611.3,33075.1,34586.5,32322.2,32813,32796.2,34043.6,33305.3,32933,33612.5,34093.7,33884.7,35429.9,35998.4,34705,34490.2,35696.3,36673.3,35926.8,37390.9,37302.8,37357.9,36375.7,36638.6,37997.2,38835.9,39687.1,39814.1,38497.6,38450.7,39160.6,38624.1,40247.4,40162,41794.2,42542.8,42227.9,41179.8,40338.7,42380.6,42968.9,42947.6,42292.8,42511.9,40092,42182.9
QLD,49807.5,49526.3,49233,50440.4,51387.3,54667.4,45802.9,51814.4,51180.1,55388.3,55130.9,53252.2,58861.1,59121.3,63720.7,62622,64937.6,63704.3,68212.6,66256.6,68970.5,68604.6,70083.5,72449,71547.8,74325.8,71499.4,73685.5,70927.8,72768.3,69305.2,66633.8,63687.4,59083.3,57477.8,52896.1,46910.6,41504.8,36224.2,36936,35222.4,38410.3,34215.1,35674,35259,35604.8,35282.3,35740.3,38940.2,39026.6,34444.6,34352.1,39437,37486.3,37640.9,37824.2,40056.8,40896,41071.5,41364.7,39284,43660.7,44470,45457.2,45066.4,42962.9,45251.6,44828.9,42937.9,44615.5,44849.4,44891.9,43592.8,44008.4,43059.1,41924.5,40717.3,40135.4,37868.9,36531.9,36030.5,33826.7,31539.2,30844.2,30361.8,29035.7,29724.9,28392,28574.8,27697.8,28419.7,27903,27759.8,27250.7,27828.5,27686.6,29475.1,28664.4,27793.6,27533.5,28705.2,28387.8,28062.6,28750.9,28358.9,28271.8,28222.7,28760.1,30157.9,28515.6,28875.4,28938.4,28057.2,27266.5,28507.1,28581.8,30331.4,29074.7,29917.5,29605.3,29960.6,29343.9,28065.8,29299.3,29289.6,29800.4,28935.9,29292.3,28885.3,29695.4
SA,13111.4,13160.9,13669.6,13308.7,13095.8,13611.8,13762.3,14033.7,13287.1,13886.8,13377.9,13897.3,14513.7,14689.5,15056,14753.3,15062.1,14815.7,16617.3,15861,16253.7,15944.2,16619,16622.8,16421.7,16921.3,16919.4,17403.1,17055,16904.2,15927.6,15037,14881.3,14335.2,14182.8,13379.9,11787.3,11118.9,10388.4,10269.8,9659.4,10922.7,10326.4,10857.4,10946.1,11116.3,11137.2,11185.5,11842.5,12417.6,10677.5,10387.1,11137,10936.5,11020.9,10894.7,10794.9,11252.3,11177.8,11289.6,11831.1,11708.1,11673.4,11801.1,11431.8,11103.7,11291.8,10898,10822.7,10281.4,10349.4,10437.2,9957.3,10125.9,10002.4,9757.3,9367.7,9200.5,8966.2,8773.4,8462.5,8096.3,7297.2,7270.4,7120.7,7048.5,7128.7,6786.7,7148.9,7045.8,7196.5,6849.2,6918,7020,7038.4,6603.9,7131.5,7007.9,6846,6830.5,7077.3,7085.8,7036.3,7362.6,7308.7,7082.8,7021.1,7000,7002.6,6862.2,7074.5,6769.1,6373.5,6170.1,6007.7,5812.9,6389.6,6462.2,6565.1,6792.5,6675.6,6697.5,6737,6959.7,6943.3,7521.8,7208.4,7218.4,6976.9,7005.8
WA,18087.6,18943.3,19739.3,19854.2,20351.9,22077.5,20374.8,20834.9,20614.3,21736.4,22256,21682.7,23626.5,24593.5,25251.3,25809.2,26267.7,26346.9,26941.5,26215.4,27293,26938.6,28471.7,29492.8,30454.2,31012.3,31104.6,32526,31423.8,32081.6,31374.2,30491.5,29496.6,28944.2,26082.7,24602.1,20942.7,18548.6,16364.3,15762.9,15696.4,15559.7,14624,16323.2,16614,16598.4,17188.1,17964.6,19020.5,20356.7,20565.4,20294.6,21870.1,21687.5,22573.4,23321.3,23007.9,26034.8,26171.4,25673.6,26515.9,26307.9,27403.9,28255.3,27438.9,27476.5,27674.2,27827.1,27715.8,27518.9,28258.2,29664.5,27876,28757.7,28776.9,28636.6,28433.3,27949.5,26559.7,24838.5,24132.8,22470.3,21339.9,20974.8,20421.4,19793.7,19530.6,18806.9,18034.4,16774.4,16702.2,16478.9,15991.1,16322.7,16228.4,16008.8,17457.4,17123.4,16934.9,16946.1,16727,17382.7,17220.6,17618.3,17683.5,18014.6,16841.4,16222.6,16958.9,16335,15852,15047,14656.2,15222.9,15348.2,15045.6,15089.4,14666.4,14808.2,14419,13695,13146.9,12792.1,13159.4,13335,13113,12624.8,12649.2,12224.9,12323.4
TAS,2895,2874.7,3272.3,2833.2,2747.1,2978.1,2797.7,2910.1,2609.5,3168.8,2909.5,3314.8,3228.2,3152.4,3223.9,3273.7,3251.4,3119.6,3450.9,3333.9,3189.1,3266.2,3367.3,3130.9,3292.3,3284.6,3386.9,3164.1,3063.5,3091.3,3039.2,2911.4,2939.7,2579,2685.6,2485,2269.1,2277.8,2069.9,2253.6,2177.5,2190.2,2035.8,2056.9,1990.2,2101.3,2074.3,2141.4,2179.9,2286.4,2016.7,2065.5,2269.3,2313.3,2051.9,1938.8,2221.4,2168.8,2163.5,2187.3,2211.5,2069.8,1988.6,2073.1,2036.5,1929.9,2037.4,1869.2,1823.9,1832.4,1741.3,1738,1664.5,1610.6,1677.6,1660.1,1631.4,1517.6,1509.2,1567.7,1514.9,1549.6,1501.5,1451.6,1436.7,1502.5,1505.9,1479.2,1405,1580.6,1531.8,1477.9,1482.4,1420.2,1627.6,1463.5,1551.2,1554.3,1564.8,1506.4,1525.2,1536.2,1610.7,1643.1,1707.4,1541,1556.5,1605.7,1580.2,1537.1,1505.8,1454.7,1432,1439.8,1399.1,1273.1,1554.3,1514,1473.6,1479.9,1329.7,1491.7,1485.7,1607.5,1589.7,1700.8,1552.8,1541.7,1424.9,1497.8
NT,2563,2402,2485,2590.6,2805.4,3201,2945.5,2963,2785,2950.4,2789,2808.8,3086.2,3165.6,3258.9,3326.7,3316.5,3292.4,3588.1,3432.1,3452.1,3721,3862.8,3739.7,3804.4,3778.5,3702.3,3891.1,3796.3,3950.7,3428,3589,3785.9,3512.1,3847.4,3520,3137.3,2945,3191.2,3160.1,2857.1,2628.8,3082.8,3286.1,3326.5,3395.6,3315.3,3359.2,3455.7,3709.1,3265.9,3280.9,3637.8,3597.8,3232.7,3275.1,3227.1,3187.6,3293.8,3141.2,3085.3,3104,3478.4,3619.2,3519.3,3495.5,3635.8,3546.8,3564,3250.1,3371.9,3568.2,3461.3,3783.2,3545.1,3278.7,3059.2,2963.5,3123.9,3034,3189.8,3219.8,3074.3,3047.3,2955.4,2708.6,2708.1,2552.4,2537.4,2321.7,2495.8,2563.6,2589.3,2613.7,2651.9,2052.5,2256.2,2599.2,2491.7,2491.9,2559.2,2402.7,2352.1,2610.7,2298.6,2271.4,2318.4,2305.5,2267.9,2221,2004.8,1962,1828.3,2064.3,1999,1994.8,1924.1,1968.4,1955.5,1998.2,2152,1991.2,1945.8,1946.1,2044.4,2116.9,1940.6,1828.2,1766,1716.7
ACT,3165.3,3335.5,3473.9,3493,3666.7,3719,3583.1,3600.5,3767.6,4053.5,3939.4,3851.3,4153.4,4385.8,4383.5,4537,4491.9,4421,4646.9,4500.9,4339.8,4328.7,4463.3,4657.3,4713.5,4406.6,4689.8,4646.4,4701.9,5325.4,5265.9,5311,5348.8,5319.7,5408.4,5186.6,4571.4,4660.6,4255.7,4293.3,4281.2,3179.6,4528,4313.8,4244.1,4095.1,3919.3,3930.8,4343.3,4694.4,4249.6,4298.2,4538.8,4585.6,4651.2,4691.1,4484.4,5438.1,6206.3,5790.6,5942.2,6084.3,5996.4,6127,5738.8,5229.8,5282.5,5419.6,5054.6,5051.4,5090.8,5005.2,4735.1,4694.8,4656.4,4358.7,4453.3,4392,4022.8,4012.4,4275.5,3719.5,3854.9,3740.9,3673.3,3475.1,3622.3,3557.2,3385.3,3239.8,3662.6,3276.7,3022.7,3153.7,3028.1,3186.3,3154.3,3350.5,3223.1,3256,3317,3392.4,3672,3401,3607.4,3710,3744.6,3518.6,3911.1,3760.9,4118.6,4342.7,4081.3,4279.7,4282.5,4445.3,4565.9,4699.6,4683.4,4709.2,4767.1,4875.4,4609.6,5005.7,5225.7,5272.2,4902.8,5234.1,5145.5,5086.5
